disease,disease_cui,label,label_cui,score,label_semantic_type,label_nct_count,label_nct,label bucket
cataracts,C0086543,rebif,C0752980,0.57621078,pharmacologic substance,49.0,NCT00110396  NCT00137176  NCT00229502  NCT00288990  NCT00338741  NCT00342134  NCT00404352  NCT00436826  NCT00493077  NCT00599274  NCT00605215  NCT00618267  NCT00618527  NCT00638196  NCT00725985  NCT00735007  NCT00958009  NCT00972062  NCT01034644  NCT01036165  NCT01049451  NCT01067573  NCT01074346  NCT01080573  NCT01085318  NCT01101776  NCT01128075  NCT01142557  NCT01156311  NCT01195857  NCT01195870  NCT01198132  NCT01207648  NCT01451723  NCT01791244  NCT01834586  NCT01905527  NCT01952483  NCT02011451  NCT02076841  NCT02096133  NCT02117050  NCT02269930  NCT02377323  NCT02419638  NCT02727907  NCT02749396  NCT02949908  NCT04053374,looking_for
cataracts,C0086543,dalfampridine,C0000477,0.52427306,pharmacologic substance|organic chemical,38.0,NCT00053417  NCT00127530  NCT00483652  NCT00648908  NCT00649792  NCT00654927  NCT01235221  NCT01328379  NCT01337986  NCT01356940  NCT01399957  NCT01444300  NCT01480063  NCT01480076  NCT01532154  NCT01535664  NCT01547234  NCT01576354  NCT01597297  NCT01656148  NCT01917019  NCT02006160  NCT02090348  NCT02143167  NCT02146534  NCT02219932  NCT02259361  NCT02280096  NCT02391961  NCT02849782  NCT02869425  NCT02966808  NCT03164018  NCT03290131  NCT03319732  NCT03401307  NCT03653273  NCT03847545,looking_for
cataracts,C0086543,tysabri,C1529600,0.47635323,pharmacologic substance,36.0,NCT00338741  NCT00464074  NCT00472992  NCT00477113  NCT00483847  NCT00516893  NCT00536120  NCT00605215  NCT00744679  NCT00752778  NCT00937677  NCT01070719  NCT01070823  NCT01071512  NCT01074619  NCT01085318  NCT01330498  NCT01440101  NCT01455220  NCT01626248  NCT01658384  NCT01847287  NCT01905527  NCT02004444  NCT02137109  NCT02383550  NCT02433028  NCT02440126  NCT02529839  NCT02588053  NCT02904876  NCT02965170  NCT03222973  NCT03723356  NCT04048577  NCT04053374,looking_for
cataracts,C0086543,fingolimod,C1699926,0.47160643,pharmacologic substance|organic chemical,52.0,NCT00273364  NCT00340834  NCT00355134  NCT00662649  NCT00670449  NCT01212094  NCT01281657  NCT01285479  NCT01333501  NCT01442194  NCT01497262  NCT01578330  NCT01585298  NCT01592097  NCT01621269  NCT01647880  NCT01679041  NCT01730547  NCT01745783  NCT01854957  NCT01892722  NCT01930708  NCT01981161  NCT02021162  NCT02048072  NCT02087631  NCT02096133  NCT02218879  NCT02232061  NCT02239393  NCT02282878  NCT02307877  NCT02403947  NCT02454907  NCT02601885  NCT02769689  NCT02776072  NCT02799199  NCT02939079  NCT03073603  NCT03109288  NCT03216915  NCT03290131  NCT03319732  NCT03477500  NCT03653273  NCT03691077  NCT03784547  NCT03853746  NCT04053374  NCT04448444  NCT04480853,looking_for
cataracts,C0086543,dimethyl fumarate,C0058218,0.470331,pharmacologic substance|organic chemical,40.0,NCT01156311  NCT01838668  NCT01911767  NCT01930708  NCT02047097  NCT02087631  NCT02090348  NCT02096133  NCT02117050  NCT02239393  NCT02343159  NCT02410278  NCT02419638  NCT02428231  NCT02454907  NCT02519413  NCT02525874  NCT02601885  NCT02644083  NCT02675413  NCT02683863  NCT02736279  NCT02776072  NCT02907177  NCT02949908  NCT02969304  NCT03032601  NCT03073603  NCT03092544  NCT03109288  NCT03222973  NCT03477500  NCT03653273  NCT03691077  NCT03784547  NCT03853746  NCT04022473  NCT04053374  NCT04260711  NCT04289675,looking_for
cataracts,C0086543,avonex,C0594372,0.46354706,pharmacologic substance,55.0,NCT00037102  NCT00037115  NCT00146068  NCT00168714  NCT00179478  NCT00217295  NCT00223301  NCT00229502  NCT00246324  NCT00288990  NCT00324506  NCT00342134  NCT00405353  NCT00436826  NCT00463710  NCT00493077  NCT00501943  NCT00525343  NCT00599274  NCT00605215  NCT00618267  NCT00638196  NCT00784836  NCT00828204  NCT00912860  NCT00913250  NCT00913666  NCT00915460  NCT00915577  NCT00986960  NCT01049451  NCT01156298  NCT01156311  NCT01181115  NCT01272128  NCT01366040  NCT01405872  NCT01451723  NCT01489748  NCT01500408  NCT01556685  NCT01592474  NCT01641120  NCT01797965  NCT01863069  NCT01864148  NCT01905527  NCT01952483  NCT02011451  NCT02076841  NCT02236624  NCT02749396  NCT02949908  NCT03222973  NCT04053374,looking_for
cataracts,C0086543,teriflunomide,C1718383,0.4306173,pharmacologic substance|organic chemical,45.0,NCT00134563  NCT00228163  NCT00475865  NCT00489489  NCT00622700  NCT00751881  NCT00803049  NCT00811395  NCT00883337  NCT01403376  NCT01487096  NCT01863888  NCT01895335  NCT01970410  NCT02046629  NCT02096133  NCT02201108  NCT02218879  NCT02239393  NCT02282878  NCT02425644  NCT02454907  NCT02587195  NCT02601885  NCT02651545  NCT02679885  NCT02776072  NCT02949908  NCT03029897  NCT03032601  NCT03073603  NCT03122652  NCT03198351  NCT03232073  NCT03368677  NCT03477500  NCT03653273  NCT03691077  NCT03784547  NCT03853746  NCT04053374  NCT04056897  NCT04260711  NCT04289675  NCT04410965,looking_for
cataracts,C0086543,betaferon,C0592527,0.32018777,pharmacologic substance,30.0,NCT00185211  NCT00313976  NCT00370071  NCT00473213  NCT00493077  NCT00873340  NCT00963833  NCT01031459  NCT01076595  NCT01184833  NCT01354665  NCT01414816  NCT01432704  NCT01491100  NCT01706055  NCT01766063  NCT01795872  NCT02076841  NCT02096133  NCT02121444  NCT02474134  NCT02486640  NCT02949908  NCT03134573  NCT03222973  NCT03408093  NCT03577977  NCT03808142  NCT04053374  NCT04356339,looking_for
cataracts,C0086543,antidepressants,C0003289  C2698157,0.19169518,pharmacologic substance|laboratory procedure|injury or poisoning,12.0,NCT00122954  NCT00151294  NCT01106365  NCT01220830  NCT01604265  NCT02090348  NCT02340754  NCT02471222  NCT03148938  NCT03500289  NCT04054050  NCT04524039,looking_for
cataracts,C0086543,rituximab,C0393022,0.17720979,pharmacologic substance,14.0,NCT00087529  NCT00097188  NCT01212094  NCT01457924  NCT01569451  NCT02040116  NCT02980042  NCT03109288  NCT03138421  NCT03853746  NCT04038541  NCT04121403  NCT04283747  NCT04480307,looking_for
cataracts,C0086543,corticotropin,C0001655  C0201835,0.16635206,pharmacologic substance|laboratory procedure|hormone,12.0,NCT00004744  NCT00134563  NCT00605215  NCT00947895  NCT00986960  NCT01049451  NCT01514370  NCT01707992  NCT01838174  NCT01888354  NCT02290444  NCT02446886,looking_for
cataracts,C0086543,mitoxantrone,C0026259,0.16080405999999997,pharmacologic substance|organic chemical,23.0,NCT00001934  NCT00103974  NCT00273364  NCT00501943  NCT00605215  NCT01065727  NCT01074619  NCT01085318  NCT01099930  NCT01214317  NCT01627938  NCT01679041  NCT01730547  NCT01745783  NCT01854957  NCT02239393  NCT02403947  NCT02937285  NCT03109288  NCT03290131  NCT03319732  NCT03784547  NCT04448444,looking_for
cataracts,C0086543,gilenya,C2938762,0.160555,pharmacologic substance|organic chemical,21.0,NCT01285479  NCT01592097  NCT01621269  NCT01647880  NCT01811290  NCT01888354  NCT01905527  NCT02021162  NCT02048072  NCT02096133  NCT02141022  NCT02225977  NCT02408380  NCT02433028  NCT02529839  NCT02601885  NCT02799199  NCT02949908  NCT03216915  NCT03243721  NCT04053374,looking_for
cataracts,C0086543,baclofen,C0004609,0.15844723000000002,pharmacologic substance,14.0,NCT00139789  NCT00248378  NCT00464958  NCT00488839  NCT00914290  NCT01359566  NCT01547234  NCT01743651  NCT01868048  NCT02869425  NCT03151941  NCT03319732  NCT04203498  NCT04530955,looking_for
cataracts,C0086543,tecfidera,C3556178,0.15769832,pharmacologic substance|organic chemical,28.0,NCT00273364  NCT01905527  NCT01930708  NCT02096133  NCT02099370  NCT02117050  NCT02218879  NCT02282878  NCT02343159  NCT02410278  NCT02419638  NCT02428231  NCT02519413  NCT02529839  NCT02601885  NCT02644083  NCT02675413  NCT02683863  NCT02736279  NCT02739542  NCT02907177  NCT02949908  NCT03029897  NCT03092544  NCT03222973  NCT03723356  NCT04022473  NCT04053374,looking_for
cataracts,C0086543,steroid therapy,C0149783,0.14889797,pharmacologic substance|therapeutic or preventive procedure,21.0,NCT00001934  NCT00039988  NCT00094172  NCT00134563  NCT01206023  NCT01411514  NCT01442233  NCT01465087  NCT01851434  NCT02364505  NCT02386566  NCT02671682  NCT03271125  NCT03339908  NCT03442049  NCT03752307  NCT04002492  NCT04075968  NCT04186910  NCT04405479  NCT04524039,looking_for
cataracts,C0086543,immunosuppressive agents,C0021081  C0496526,0.1443815,pharmacologic substance|injury or poisoning,34.0,NCT00004814  NCT00014755  NCT00039988  NCT00103974  NCT00246324  NCT00288990  NCT00298662  NCT00344253  NCT00436826  NCT00605215  NCT01074619  NCT01099930  NCT01103583  NCT01106365  NCT01212094  NCT01214317  NCT01220830  NCT01384825  NCT01416155  NCT01440101  NCT01455220  NCT01538225  NCT01864707  NCT02403947  NCT03138421  NCT03193086  NCT03540485  NCT03744351  NCT04053374  NCT04231253  NCT04355611  NCT04438954  NCT04459988  NCT04524039,looking_for
cataracts,C0086543,ocrelizumab,C1882138,0.11818893999999999,pharmacologic substance,27.0,NCT01765361  NCT02807285  NCT02980042  NCT03025269  NCT03073603  NCT03109288  NCT03138525  NCT03344094  NCT03396822  NCT03540485  NCT03562975  NCT03589105  NCT03593590  NCT03599245  NCT03606460  NCT03691077  NCT03784547  NCT03853746  NCT03873389  NCT03972306  NCT04038541  NCT04075266  NCT04175834  NCT04230174  NCT04387110  NCT04459988  NCT04478591,looking_for
cataracts,C0086543,prednisone,C0032952,0.11669476,pharmacologic substance|organic chemical|hormone,10.0,NCT00000146  NCT00000147  NCT00014755  NCT00040482  NCT01206023  NCT01411514  NCT01465087  NCT01947036  NCT03424733  NCT03752307,looking_for
cataracts,C0086543,alemtuzumab,C0383429,0.11229271,pharmacologic substance,23.0,NCT01020370  NCT01333358  NCT01395316  NCT01624714  NCT01679041  NCT01712945  NCT02239393  NCT02529839  NCT02601885  NCT02623946  NCT03109288  NCT03135249  NCT03193086  NCT03250169  NCT03368664  NCT03477500  NCT03647722  NCT03774914  NCT03784547  NCT03806387  NCT03983252  NCT04053374  NCT04082260,looking_for
cataracts,C0086543,fampridine-sr,C1449659,0.10186840000000001,pharmacologic substance|organic chemical,8.0,NCT00053417  NCT00127530  NCT00483652  NCT00648908  NCT00649792  NCT00654927  NCT01235221  NCT01656148,looking_for
cataracts,C0086543,nabilone,C0068333,0.09794446,pharmacologic substance|organic chemical,8.0,NCT00202423  NCT00381264  NCT00480181  NCT00678795  NCT00711646  NCT01604265  NCT01606137  NCT01606176,looking_for
cataracts,C0086543,analgesics,C0002771,0.09126234,pharmacologic substance|organic chemical|hazardous or poisonous substance,9.0,NCT00291148  NCT00381264  NCT00391079  NCT00461396  NCT00755807  NCT01606176  NCT01866878  NCT02331654  NCT03219073,looking_for
cataracts,C0086543,cyclophosphamide,C0010583,0.07652207999999999,pharmacologic substance|organic chemical,17.0,NCT00001934  NCT00014755  NCT00017628  NCT00040482  NCT00273364  NCT00278655  NCT00296205  NCT00342134  NCT00501943  NCT01074619  NCT01592474  NCT01679041  NCT02529839  NCT02601885  NCT03477500  NCT03653273  NCT04053374,looking_for
cataracts,C0086543,botulinum toxin,C0006055,0.06550573,pharmacologic substance|hazardous or poisonous substance,11.0,NCT01018485  NCT01768910  NCT01844232  NCT02352194  NCT02726672  NCT02896179  NCT03033355  NCT03585569  NCT03753698  NCT03756142  NCT04066972,looking_for
cataracts,C0086543,fty720,C0388088,0.06415660000000001,pharmacologic substance|organic chemical,8.0,NCT00333138  NCT00355134  NCT00537082  NCT00662649  NCT00670449  NCT01578330  NCT01585298  NCT02408380,looking_for
cataracts,C0086543,cladribine,C0092801,0.06261846,pharmacologic substance,13.0,NCT00017628  NCT00436826  NCT00605215  NCT00725985  NCT00938366  NCT01013350  NCT03933202  NCT03933215  NCT03961204  NCT03963375  NCT04121403  NCT04178005  NCT04239820,looking_for
cataracts,C0086543,cannabinoids,C0006864  C0202349,0.05099712,pharmacologic substance|organic chemical|laboratory procedure,16.0,NCT00202423  NCT00260741  NCT00480181  NCT00678795  NCT00682929  NCT00711646  NCT01026272  NCT01538225  NCT01604265  NCT01606137  NCT01606176  NCT01610687  NCT01610700  NCT01610713  NCT03172741  NCT03319732,looking_for
cataracts,C0086543,analgesia,C0002766,0.047441790000000005,pharmacologic substance|organic chemical|therapeutic or preventive procedure|mental or behavioral dysfunction,8.0,NCT00381264  NCT00414453  NCT00457730  NCT01606176  NCT03138421  NCT03247894  NCT03782246  NCT03900221,looking_for
cataracts,C0086543,benzodiazepines,C0373486  C0005064,0.03065519,pharmacologic substance|organic chemical|laboratory procedure|injury or poisoning,8.0,NCT00432900  NCT00488839  NCT00954421  NCT02649985  NCT03319732  NCT03319771  NCT03759522  NCT03825601,looking_for
cataracts,C0086543,dronabinol,C0039663,0.020352270000000002,pharmacologic substance|organic chemical|laboratory procedure,8.0,NCT00202423  NCT00260741  NCT00682929  NCT01018485  NCT01610687  NCT01610700  NCT01610713  NCT03172741,looking_for
dyslexia,C0476254,intraocular lens implantation,C0023311,4.293929511,therapeutic or preventive procedure,310.0,NCT02513745  NCT03633695  NCT00710996  NCT01192321  NCT00804726  NCT03117426  NCT01712503  NCT03787576  NCT00845520  NCT01225952  NCT03505827  NCT01396629  NCT02649257  NCT00719732  NCT00576485  NCT02523950  NCT02649842  NCT03170154  NCT03876782  NCT00758745  NCT01742910  NCT03179397  NCT02698943  NCT00710931  NCT00825513  NCT00405730  NCT01045733  NCT01323777  NCT02028754  NCT00449267  NCT02513134  NCT02521766  NCT03796624  NCT04208633  NCT03260673  NCT02235272  NCT01426854  NCT03500198  NCT01241279  NCT02888210  NCT04072029  NCT01305616  NCT04126174  NCT02067429  NCT02974140  NCT00720005  NCT01351233  NCT03242486  NCT01554761  NCT03921762  NCT02841670  NCT02740010  NCT01602068  NCT00759668  NCT01253239  NCT02558218  NCT02487160  NCT01225926  NCT02264457  NCT04274634  NCT03280108  NCT00934622  NCT03974451  NCT04334473  NCT00198445  NCT03538964  NCT02985723  NCT02378636  NCT00925886  NCT02219997  NCT00969371  NCT02424162  NCT00001311  NCT03316885  NCT01853072  NCT00934804  NCT00999492  NCT00001613  NCT01372657  NCT00453011  NCT01598428  NCT01732484  NCT01261975  NCT00886249  NCT03955796  NCT02566083  NCT03579433  NCT04156737  NCT00959322  NCT01109173  NCT01424189  NCT04465864  NCT04196569  NCT04014699  NCT01105585  NCT03501654  NCT00347516  NCT00762216  NCT04210232  NCT02939001  NCT00333255  NCT04174924  NCT03396003  NCT01713660  NCT00818116  NCT01441895  NCT04465344  NCT03297086  NCT01615861  NCT01872000  NCT01190631  NCT00732030  NCT02208232  NCT00532051  NCT00459303  NCT01544777  NCT03297372  NCT00747565  NCT01659801  NCT01278420  NCT01510717  NCT02203747  NCT03224728  NCT04345380  NCT01122576  NCT01074606  NCT01786356  NCT00711347  NCT02609997  NCT04273282  NCT02155348  NCT00403832  NCT00347243  NCT00758576  NCT01734343  NCT01763151  NCT02633072  NCT03115216  NCT04122664  NCT04482439  NCT03579368  NCT00710905  NCT01832311  NCT02975895  NCT03856944  NCT00542581  NCT03274986  NCT02137161  NCT04122651  NCT01654159  NCT01979172  NCT04019691  NCT02155959  NCT01257217  NCT01867541  NCT01686308  NCT00563667  NCT02644720  NCT01763411  NCT01296542  NCT01290068  NCT03371576  NCT01292629  NCT03751215  NCT02581046  NCT04005651  NCT00563277  NCT04074954  NCT01978106  NCT02185807  NCT01210807  NCT02780063  NCT01268540  NCT01318499  NCT04124952  NCT03268746  NCT03705949  NCT00865540  NCT02314572  NCT03706066  NCT01971177  NCT00760487  NCT04220255  NCT02238002  NCT03090256  NCT02973880  NCT01078103  NCT03733730  NCT02393313  NCT02138123  NCT02502526  NCT03453827  NCT01248572  NCT02595177  NCT02363530  NCT04436198  NCT00786565  NCT01605877  NCT03997890  NCT03824028  NCT02826421  NCT01141985  NCT02786901  NCT02605408  NCT00612729  NCT01140477  NCT00733512  NCT01098812  NCT01382641  NCT01028872  NCT01605058  NCT00963560  NCT01361282  NCT02328157  NCT03111550  NCT03751462  NCT00904904  NCT01299155  NCT01684007  NCT02006888  NCT02838004  NCT00673803  NCT03027024  NCT00000119  NCT00721253  NCT00684138  NCT01249144  NCT00934960  NCT03578276  NCT00878839  NCT03726606  NCT03839420  NCT04166578  NCT01230060  NCT03145103  NCT03247751  NCT01244373  NCT03314766  NCT03953053  NCT02633228  NCT00763360  NCT03454334  NCT00428363  NCT01601665  NCT03050697  NCT01296191  NCT02466256  NCT01938989  NCT02515045  NCT00425464  NCT00332774  NCT00716339  NCT02338882  NCT03603600  NCT04479748  NCT03819582  NCT01166971  NCT03010254  NCT04516889  NCT02529488  NCT03693989  NCT03350503  NCT02024711  NCT01936701  NCT02329743  NCT02593669  NCT01200511  NCT03180255  NCT01995630  NCT02691741  NCT04522427  NCT03976791  NCT04265820  NCT00774228  NCT01505816  NCT03409185  NCT03054649  NCT00842959  NCT04128514  NCT00348270  NCT01605942  NCT00333268  NCT00731640  NCT01872611  NCT01714635  NCT01767012  NCT02155478  NCT04187157  NCT00838045  NCT02508337  NCT00434707  NCT01061918  NCT02176343  NCT01215045  NCT02208297  NCT00747227  NCT00273221  NCT02203721  NCT03660865  NCT00929747  NCT00963742  NCT02351271  NCT00630019  NCT00760058  NCT02096627  NCT00870103  NCT01214863  NCT01731743  NCT04126187  NCT02678962,have_had
dyslexia,C0476254,astigmatism,C0004106,3.2217036599999997,disease or syndrome,144.0,NCT02513745  NCT01192321  NCT03117426  NCT01712503  NCT00845520  NCT01225952  NCT02649842  NCT03179397  NCT01323777  NCT01045733  NCT04208633  NCT02521766  NCT01241279  NCT02155270  NCT02863159  NCT04126174  NCT02067429  NCT01351233  NCT00289068  NCT01554761  NCT02847572  NCT02841670  NCT03242486  NCT03921762  NCT02740010  NCT00759668  NCT02487160  NCT02264457  NCT03152500  NCT03280108  NCT00934622  NCT02770924  NCT03538964  NCT00876707  NCT02985723  NCT02378636  NCT00925886  NCT04249492  NCT00969371  NCT00999492  NCT04058314  NCT03748381  NCT03579433  NCT04156737  NCT01424189  NCT01105585  NCT03501654  NCT00762216  NCT04210232  NCT03356847  NCT00818116  NCT01441895  NCT01778998  NCT04465344  NCT01872000  NCT01190631  NCT00732030  NCT02409771  NCT00747565  NCT01278420  NCT01510717  NCT01659801  NCT02203747  NCT04345380  NCT01074606  NCT02793869  NCT02155348  NCT00347243  NCT00758576  NCT01763151  NCT04122664  NCT01769313  NCT04482439  NCT01385878  NCT03856944  NCT00542581  NCT03274986  NCT04122651  NCT02155959  NCT01257217  NCT01279031  NCT00563667  NCT02644720  NCT01763411  NCT03371576  NCT01290068  NCT01250964  NCT04327518  NCT00563277  NCT01978106  NCT04124952  NCT01268540  NCT03268746  NCT03706066  NCT00760487  NCT02842151  NCT02393313  NCT01248572  NCT03844828  NCT01496066  NCT03791619  NCT01605877  NCT04436198  NCT02826421  NCT01140477  NCT02328157  NCT01382641  NCT03111550  NCT01299155  NCT01684007  NCT00684138  NCT01249144  NCT04265820  NCT00742950  NCT03839420  NCT01601665  NCT03050697  NCT03169855  NCT02981186  NCT00425464  NCT00716339  NCT03010254  NCT01200511  NCT04082273  NCT02691741  NCT02426385  NCT03976791  NCT01505816  NCT03054649  NCT04128514  NCT04059796  NCT01714635  NCT04392349  NCT01061918  NCT02176343  NCT00761488  NCT00747227  NCT02203721  NCT00929747  NCT01214863  NCT03819842  NCT03500198  NCT04126187  NCT02678962,have_had
dyslexia,C0476254,phacoemulsification,C0282545,2.809063737,therapeutic or preventive procedure,211.0,NCT00370955  NCT03633695  NCT02492659  NCT01192321  NCT01712503  NCT00992355  NCT01225952  NCT02535819  NCT02649257  NCT00176098  NCT02523950  NCT00825747  NCT01742910  NCT02698943  NCT03050008  NCT03179397  NCT00710931  NCT01936727  NCT01323777  NCT02110212  NCT00349583  NCT02101359  NCT03260673  NCT03273907  NCT02235272  NCT01010490  NCT02863159  NCT04072029  NCT01305616  NCT03689270  NCT00289068  NCT01554761  NCT03152747  NCT04295122  NCT02089698  NCT02558218  NCT04334473  NCT02487160  NCT01298635  NCT02445274  NCT03931629  NCT02825693  NCT02378636  NCT00960700  NCT03832179  NCT01853072  NCT02681679  NCT03708367  NCT01621789  NCT00827073  NCT01732484  NCT02642211  NCT04058314  NCT00537992  NCT02084576  NCT01657266  NCT00959322  NCT01109173  NCT01424189  NCT02071147  NCT03907358  NCT04014699  NCT01256918  NCT01105585  NCT01387464  NCT00347516  NCT04210232  NCT02895074  NCT04461912  NCT01713660  NCT01778998  NCT03363295  NCT04430647  NCT01615861  NCT01190631  NCT04120389  NCT02208232  NCT02898909  NCT00459303  NCT04345380  NCT01278420  NCT01510717  NCT03224728  NCT00695747  NCT01786356  NCT03511638  NCT04273282  NCT01383057  NCT00347243  NCT00758576  NCT01069172  NCT01734343  NCT01774474  NCT01848288  NCT02633072  NCT04396301  NCT02394379  NCT01385878  NCT00710905  NCT01832311  NCT00542581  NCT02137161  NCT04100031  NCT01553760  NCT01257217  NCT01279031  NCT02396719  NCT01146964  NCT01296542  NCT01290068  NCT03371576  NCT01292629  NCT03751254  NCT00563277  NCT00801359  NCT01305005  NCT01978106  NCT02185807  NCT01268540  NCT01318499  NCT03705949  NCT02314572  NCT03638726  NCT01971177  NCT02238002  NCT02312362  NCT03090256  NCT01078103  NCT02842151  NCT03685825  NCT01936714  NCT02138123  NCT01887873  NCT02502526  NCT03580473  NCT01396967  NCT01605877  NCT02826421  NCT01141985  NCT01103401  NCT02605408  NCT02888210  NCT01098812  NCT01361282  NCT02890303  NCT01998698  NCT03397069  NCT03584139  NCT02006888  NCT00673803  NCT00932191  NCT00684138  NCT01982006  NCT00934960  NCT00742950  NCT01230060  NCT03953053  NCT02633228  NCT00763360  NCT00762606  NCT01601665  NCT03494257  NCT01296191  NCT02466256  NCT01334658  NCT04476810  NCT01001806  NCT02338882  NCT01936740  NCT03054103  NCT01726543  NCT02058394  NCT03693989  NCT00386438  NCT03350503  NCT03740659  NCT01170130  NCT02277314  NCT01936701  NCT03864133  NCT02329743  NCT01021761  NCT03976791  NCT00774228  NCT01429532  NCT00974844  NCT04161963  NCT00348270  NCT03593616  NCT01373853  NCT01872611  NCT01714635  NCT01767012  NCT01859910  NCT03972670  NCT04059796  NCT00838045  NCT02508337  NCT00434707  NCT01061918  NCT02835482  NCT00747227  NCT00273221  NCT02203721  NCT02434250  NCT04503356  NCT02351271  NCT02096627  NCT01014702  NCT02270879  NCT01382823,have_had
dyslexia,C0476254,bilateral cataracts,C0521707,2.7086862,disease or syndrome,91.0,NCT00348270  NCT00459303  NCT00576485  NCT00684138  NCT00711347  NCT00747227  NCT00756327  NCT00758199  NCT00758576  NCT00760058  NCT00761488  NCT00762216  NCT00786565  NCT00818116  NCT00838942  NCT00963560  NCT00969371  NCT00999492  NCT01061918  NCT01166971  NCT01210807  NCT01257217  NCT01275118  NCT01299155  NCT01323777  NCT01424189  NCT01510717  NCT01553760  NCT01601665  NCT01605877  NCT01686308  NCT01712503  NCT01713660  NCT01714635  NCT01936701  NCT01946581  NCT02155348  NCT02203721  NCT02270879  NCT02513745  NCT02515045  NCT02521766  NCT02529488  NCT02566083  NCT02578524  NCT02595177  NCT02649842  NCT02691741  NCT02761850  NCT02835482  NCT02863159  NCT02895035  NCT02974140  NCT02985723  NCT03050697  NCT03054649  NCT03060954  NCT03111550  NCT03117426  NCT03172351  NCT03280108  NCT03316885  NCT03500198  NCT03501654  NCT03578276  NCT03593824  NCT03708367  NCT03726606  NCT03748381  NCT03749161  NCT03751215  NCT03751254  NCT03787576  NCT03819842  NCT03955796  NCT04045704  NCT04058314  NCT04059796  NCT04074954  NCT04122664  NCT04124952  NCT04126187  NCT04128514  NCT04156737  NCT04187157  NCT04210232  NCT04327518  NCT04441268  NCT04465864  NCT04479748  NCT04482439,have_had
dyslexia,C0476254,senile cataract,C0036646,1.63309582,acquired abnormality,109.0,NCT00078299  NCT00081991  NCT00309387  NCT00312299  NCT00347243  NCT00425464  NCT00428363  NCT00449267  NCT00542581  NCT00576485  NCT00612729  NCT00612781  NCT00624039  NCT00673803  NCT00716339  NCT00720005  NCT00762606  NCT00763360  NCT00793091  NCT00801359  NCT00804726  NCT00820014  NCT00825747  NCT00838045  NCT00865540  NCT00886249  NCT00960700  NCT01010490  NCT01028872  NCT01085357  NCT01140477  NCT01142960  NCT01190631  NCT01192321  NCT01230060  NCT01259349  NCT01305005  NCT01334658  NCT01396629  NCT01396967  NCT01480557  NCT01544777  NCT01598428  NCT01615861  NCT01659801  NCT01732484  NCT01734343  NCT01742910  NCT01763593  NCT01767012  NCT01778998  NCT01786356  NCT01824927  NCT01936701  NCT01936714  NCT01936727  NCT01936740  NCT01998698  NCT02028754  NCT02084576  NCT02089698  NCT02150460  NCT02155270  NCT02155348  NCT02155478  NCT02155959  NCT02185807  NCT02208232  NCT02304861  NCT02394379  NCT02423668  NCT02445274  NCT02558218  NCT02593669  NCT02609997  NCT02649257  NCT02678962  NCT02698943  NCT03050008  NCT03062085  NCT03224728  NCT03242486  NCT03247751  NCT03273907  NCT03685825  NCT03689270  NCT03705949  NCT03748381  NCT03749161  NCT03749759  NCT03751215  NCT03751254  NCT03876782  NCT03907358  NCT03921762  NCT03972670  NCT03976791  NCT04014699  NCT04063644  NCT04100031  NCT04163926  NCT04196621  NCT04265820  NCT04295122  NCT04323358  NCT04329754  NCT04345380  NCT04461912  NCT04465344,have_had
dyslexia,C0476254,mydriasis,C0026961,0.97136134,sign or symptom|therapeutic or preventive procedure,48.0,NCT00001617  NCT00078299  NCT00335400  NCT00348270  NCT00690222  NCT00747565  NCT00758745  NCT00760487  NCT00762606  NCT00845520  NCT00865540  NCT00904904  NCT00934622  NCT00999492  NCT01010490  NCT01061918  NCT01105585  NCT01170130  NCT01190631  NCT01192321  NCT01193127  NCT01248572  NCT01264653  NCT01275118  NCT01496066  NCT01659801  NCT01824927  NCT02101359  NCT02183831  NCT02378636  NCT02521766  NCT02626416  NCT02863159  NCT02895035  NCT02909140  NCT02939001  NCT03050697  NCT03242486  NCT03638726  NCT03740659  NCT03844828  NCT03851172  NCT03931629  NCT03976791  NCT04005651  NCT04014699  NCT04345380  NCT04396301,have_had
dyslexia,C0476254,locs,C0041657,0.89215344,disease or syndrome,33.0,NCT00001613  NCT00001617  NCT00007215  NCT01069172  NCT01256918  NCT01259349  NCT01330797  NCT01480557  NCT01694212  NCT01936714  NCT01936727  NCT01936740  NCT01971177  NCT02073266  NCT02110212  NCT02138123  NCT02304861  NCT02466256  NCT02558218  NCT02698943  NCT02895074  NCT02898909  NCT02973880  NCT03050008  NCT03169855  NCT03396003  NCT03461978  NCT03693989  NCT03705949  NCT03976791  NCT04014699  NCT04063644  NCT04067856,have_had
dyslexia,C0476254,bilateral age-related cataract,C2025430,0.76579986,disease or syndrome,27.0,NCT00312299  NCT00428363  NCT00612729  NCT00612781  NCT00673803  NCT01598428  NCT01732484  NCT01734343  NCT01742910  NCT01767012  NCT01786356  NCT01936701  NCT01936714  NCT01936727  NCT01936740  NCT01998698  NCT02208232  NCT02423668  NCT02593669  NCT02609997  NCT02649257  NCT03224728  NCT03247751  NCT03749759  NCT03921762  NCT04196621  NCT04345380,have_had
